"","INVENTORY_ID","province","notebook","class","subclass","IFN3_ID","X","Y","Forest_type","Deadwood","species_1","species_2","species_3","N","N_dead","N_alive","N_sp_1","N_sp_2","N_sp_3","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","DBHm","Dg","Do","G","G_dead","G_alive","G_sp_1","G_sp_2","G_sp_3","Hm","Ho","Fcc","slenderness","dominant_slenderness","SDI","S","S_staggered"
"75","IFN3",34,1065,"N",NA,"34_1065_N_N",354000,4744000,"plantation",0,21,NA,NA,381.971863420549,NA,381.971863420549,381.971863420549,NA,NA,0,381.971863420549,0,0,0,0,0,0,0,9.68333333333333,9.7794427244092,11.35,2.869125,NA,2.869125,2.869125,NA,NA,3.16666666666667,3.5,"70",32.7022375215146,30.8370044052863,84.6821355971968,146.189529706641,272.089373389702
"76","IFN3",34,1066,"N",NA,"34_1066_N_N",358000,4743000,"natural",0,43,NA,NA,1046.88584789336,NA,1046.88584789336,1046.88584789336,NA,NA,0,254.647908947033,445.633840657307,318.309886183791,28.2942121052258,0,0,0,0,15.3756756756757,16.0625261594066,22.6257142857143,21.2137236111111,NA,21.2137236111111,21.2137236111111,NA,NA,7.0625,8.17142857142857,"75",45.9329407628757,36.1156711706024,514.679465176238,37.8226842128782,70.3959474255775
"77","IFN3",34,1067,"N",NA,"34_1067_N_N",361000,4743000,"natural",0,43,NA,NA,823.644514383124,NA,823.644514383124,823.644514383124,NA,NA,0,509.295817894065,159.154943091895,31.8309886183791,42.4413181578388,56.5884242104517,14.1471060526129,0,10.1859163578813,15.0126331157678,16.706347942527,30.8481865284974,18.05480225,NA,18.05480225,18.05480225,NA,NA,8.21830985915493,12.3341968911917,"75",54.7426277307958,39.9835396476141,431.29154018325,28.250049819883,52.579267264519
"78","IFN3",34,1068,"N",NA,"34_1068_N_N",350000,4742000,"natural",0,43,NA,NA,413.802852038928,NA,413.802852038928,413.802852038928,NA,NA,0,254.647908947033,127.323954473516,31.8309886183791,0,0,0,0,0,11.7923076923077,12.1576819652938,15.1875,4.8038,NA,4.8038,4.8038,NA,NA,6.19230769230769,6.75,"15",52.5114155251142,44.4444444444444,130.102387114942,72.828185103515,135.548525873836
"80","IFN3",34,107,"A",NA,"34_107_A_1",357000,4746000,"plantation",0,21,NA,NA,1435.93126434021,NA,1435.93126434021,1435.93126434021,NA,NA,0,159.154943091895,445.633840657307,604.788783749202,226.353696841807,0,0,0,0,18.2716748768473,18.7218366483549,25.54375,39.5294194444444,NA,39.5294194444444,39.5294194444444,NA,NA,9.48399014778325,10.625,"75",51.9054230753677,41.5953021776364,902.732758265199,24.8372915667023,46.2274084378175
"81","IFN3",34,1070,"N",NA,"34_1070_N_N",355000,4742000,"natural",0,43,NA,NA,445.633840657307,NA,445.633840657307,445.633840657307,NA,NA,0,0,318.309886183791,127.323954473516,0,0,0,0,0,16.5678571428571,16.6562354261528,18.8125,9.71005625,NA,9.71005625,9.71005625,NA,NA,7.28571428571429,7.375,"65",43.9749946109075,39.202657807309,232.228380992965,64.2316227017583,119.548520388538
"82","IFN3",34,1071,"N",NA,"34_1071_N_N",362000,4742000,"plantation",0,58,NA,NA,268.795014999645,NA,268.795014999645,268.795014999645,NA,NA,0,31.8309886183791,190.985931710274,31.8309886183791,14.1471060526129,0,0,0,0,14.9197368421053,15.3603792270894,18.1129032258065,4.98098194444444,NA,4.98098194444444,4.98098194444444,NA,NA,9.80921052631579,11.7096774193548,"60",65.7465384954582,64.6482635796972,122.999290608369,52.088813345756,96.9482056088457
"83","IFN3",34,1072,"N",NA,"34_1072_N_N",351000,4741000,"natural",0,42,NA,NA,1688.59857843988,NA,1688.59857843988,1688.59857843988,NA,NA,0,381.971863420549,509.295817894065,636.619772367581,141.471060526129,14.1471060526129,0,0,5.09295817894065,16.8826030495979,17.4379514761333,26.3410326086956,40.3280506944444,NA,40.3280506944444,40.3280506944444,NA,NA,11.0184316353887,13.2010869565217,"85",65.2650044724661,50.1160571516996,947.180888204718,18.4343189998602,34.3101336710162
"84","IFN3",34,1073,"N",NA,"34_1073_N_N",357000,4741000,"natural",0,42,NA,NA,1361.65895756399,NA,1361.65895756399,1361.65895756399,NA,NA,0,254.647908947033,477.464829275686,445.633840657307,141.471060526129,42.4413181578388,0,0,0,16.9902597402597,17.6483373632847,27.14375,33.3093243055556,NA,33.3093243055556,33.3093243055556,NA,NA,9.72467532467532,12.25,"70",57.2367666730365,45.1300944047893,778.635549034026,22.1222724995951,41.1741885650079
"85","IFN3",34,1074,"N",NA,"34_1074_N_N",364000,4741000,"natural",0,43,NA,NA,1032.73874184074,NA,1032.73874184074,1032.73874184074,NA,NA,0,763.943726841098,63.6619772367581,190.985931710274,14.1471060526129,0,0,0,0,12.9070205479452,13.6545043122663,22.0387096774194,15.1228006944444,NA,15.1228006944444,15.1228006944444,NA,NA,4.07876712328767,7.06451612903226,"50",31.601151544901,32.0550351288056,391.214224593554,44.0476095474494,81.9818389533769
"87","IFN3",34,1076,"N",NA,"34_1076_N_N",361000,4739000,"natural",0,43,NA,NA,969.076764603985,NA,969.076764603985,969.076764603985,NA,NA,0,891.267681314614,63.6619772367581,0,0,14.1471060526129,0,0,0,9.85383211678832,10.4064344391932,13.9646551724138,8.24236736111111,NA,8.24236736111111,8.24236736111111,NA,NA,4.91788321167883,7.0948275862069,"80",49.908331635771,50.8056052842768,237.374520539852,45.2771480799004,84.2702680188813
"88","IFN3",34,1077,"N",NA,"34_1077_N_N",367000,4739000,"natural",0,43,NA,NA,459.78094670992,NA,459.78094670992,459.78094670992,NA,NA,0,254.647908947033,159.154943091895,31.8309886183791,14.1471060526129,0,0,0,0,13.2111538461538,13.7771012637191,19.241935483871,6.85419652777778,NA,6.85419652777778,6.85419652777778,NA,NA,5.65,7.43548387096774,"80",42.7668927770823,38.6420787929589,176.687410718993,62.7213328990511,116.737554330435
"89","IFN3",34,1078,"N",NA,"34_1078_N_N",349000,4738000,"natural",0,395,NA,NA,63.6619772367581,NA,63.6619772367581,63.6619772367581,NA,NA,0,0,63.6619772367581,0,0,0,0,0,0,13.075,13.0778916496506,13.075,0.85515625,NA,0.85515625,0.85515625,NA,NA,7,7,"60",53.5372848948375,53.5372848948375,22.5024328083618,179.044876759357,333.240064619189
"90","IFN3",34,1079,"N",NA,"34_1079_N_N",355000,4738000,"natural",0,43,NA,NA,357.214427828476,NA,357.214427828476,357.214427828476,NA,NA,0,127.323954473516,95.4929658551372,63.6619772367581,70.7355302630646,0,0,0,0,16.9321782178218,17.5554291904073,22.7689655172414,8.64652847222222,NA,8.64652847222222,8.64652847222222,NA,NA,7.95544554455446,11.2586206896552,"70",46.9841826740344,49.4472209601696,202.542262658777,46.994855272167,87.4672813381571
"91","IFN3",34,108,"A",NA,"34_108_A_1",363000,4746000,"plantation",0,25,NA,NA,1015.05485927498,NA,1015.05485927498,1015.05485927498,NA,NA,0,254.647908947033,413.802852038928,318.309886183791,28.2942121052258,0,0,0,0,15.9984320557491,16.3982755424633,21.8242857142857,21.4375798611111,NA,21.4375798611111,21.4375798611111,NA,NA,6.75783972125435,7.97142857142857,"50",42.2406376931537,36.5254958434248,515.877847429392,39.3748655431642,73.2848824019209
"92","IFN3",34,1080,"N",NA,"34_1080_N_N",349000,4737000,"plantation",0,258,NA,NA,350.14087480217,NA,350.14087480217,350.14087480217,NA,NA,0,0,318.309886183791,31.8309886183791,0,0,0,0,0,15.1545454545455,15.2130625689659,16.5,6.364525,NA,6.364525,6.364525,NA,NA,12.0909090909091,12.5,"60",79.7840431913617,75.7575757575758,157.763605913541,42.7531955030846,79.5726629546251
"93","IFN3",34,1081,"N",NA,"34_1081_N_N",357000,4737000,"natural",0,43,NA,NA,641.712730546522,NA,641.712730546522,641.712730546522,NA,NA,0,509.295817894065,127.323954473516,0,0,0,0,0,5.09295817894065,10.9266865079365,11.5419866295687,16.5607594936709,6.71415975,NA,6.71415975,6.71415975,NA,NA,7.35416666666667,7.67721518987342,"60",67.304636783759,46.3578689902927,185.612513139844,51.419276142638,95.7020564597031
"95","IFN3",34,1083,"N",NA,"34_1083_N_N",370000,4736000,"plantation",0,26,25,NA,852.363139669928,NA,852.363139669928,466.854499736226,385.508639933702,NA,0,0,31.8309886183791,141.471060526129,509.295817894065,127.323954473516,42.4413181578388,0,0,25.0421161825726,25.3162476734914,31.9625,42.9055243055556,NA,42.9055243055556,26.4796888888889,16.4258354166667,NA,13.0995850622407,13.9375,"80",52.3102159846897,43.605788032851,869.734866072083,24.5755241553462,45.7402043878924
"96","IFN3",34,1084,"N",NA,"34_1084_N_N",362000,4735000,"natural",0,43,NA,NA,1043.3490713802,NA,1043.3490713802,1043.3490713802,NA,NA,0,381.971863420549,541.126806512444,63.6619772367581,56.5884242104517,0,0,0,0,13.9794915254237,14.6230254352974,22.3985294117647,17.5224159722222,NA,17.5224159722222,17.5224159722222,NA,NA,9.06440677966102,10.4852941176471,"75",64.8407473417476,46.8124220340096,441.184943581323,29.5259966356587,54.9540718779525
"97","IFN3",34,1085,"N",NA,"34_1085_N_N",349000,4734000,"plantation",0,258,43,NA,395.977498412636,NA,395.977498412636,335.993768749557,59.9837296630788,NA,0,0,95.4929658551372,127.323954473516,99.0297423682904,14.1471060526129,14.1471060526129,0,45.8366236104659,24.4555376920329,26.9349358127748,39.4196132596685,22.5627628611111,NA,22.5627628611111,11.33309375,11.2296691111111,NA,19.7070382279386,21.9060773480663,"75",80.5831320337672,55.5715176700608,446.307192051857,22.9403547410984,42.6968111831841
"98","IFN3",34,1086,"N",NA,"34_1086_N_N",367000,4734000,"natural",0,43,NA,NA,923.098669932993,NA,923.098669932993,923.098669932993,NA,NA,0,763.943726841098,159.154943091895,0,0,0,0,0,0,10.5724137931034,10.7745229512766,14.1125,8.41655,NA,8.41655,8.41655,NA,NA,5.62068965517241,7.125,"35",53.163731245923,50.4871567759079,239.085524537132,46.1945848767884,85.9778103010874
"99","IFN3",34,1087,"N",NA,"34_1087_N_N",363000,4733000,"natural",0,43,NA,NA,1439.46804085336,NA,1439.46804085336,1439.46804085336,NA,NA,0,1273.23954473516,63.6619772367581,31.8309886183791,70.7355302630646,0,0,0,0,10.1504914004914,10.8886865638604,23.3310344827586,13.4042618055556,NA,13.4042618055556,13.4042618055556,NA,NA,7.90786240786241,9.81034482758621,"65",77.9062027231467,42.0484776825303,379.187476375624,26.8667239848607,50.0046077769326
"100","IFN3",34,1088,"N",NA,"34_1088_N_N",361000,4732000,"natural",0,43,NA,NA,700.281749604339,NA,700.281749604339,700.281749604339,NA,NA,0,636.619772367581,63.6619772367581,0,0,0,0,0,0,9.83636363636364,10.061379807778,12.7333333333333,5.567725,NA,5.567725,5.567725,NA,NA,7.31818181818182,8.83333333333333,"80",74.3992606284658,69.3717277486911,162.496664776109,42.7798223456962,79.6222210928589
"101","IFN3",34,1089,"N",NA,"34_1089_N_N",351000,4731000,"natural",0,43,NA,NA,268.795014999645,NA,268.795014999645,268.795014999645,NA,NA,0,127.323954473516,95.4929658551372,31.8309886183791,14.1471060526129,0,0,0,0,14.2782894736842,14.7383506629188,17.8758064516129,4.58573402777778,NA,4.58573402777778,4.58573402777778,NA,NA,7.04605263157895,7.69354838709677,"65",49.3480164032622,43.0388883876207,115.103348268001,79.27982911744,147.556388410948
"102","IFN3",34,109,"A",NA,"34_109_A_1",364000,4746000,"natural",0,43,NA,NA,1365.19573407715,NA,1365.19573407715,1365.19573407715,NA,NA,0,668.45076098596,509.295817894065,159.154943091895,28.2942121052258,0,0,0,0,13.4962435233161,14.0405041851075,20.5171428571429,21.1373340277778,NA,21.1373340277778,21.1373340277778,NA,NA,7.89637305699482,9.3,"40",58.507932546957,45.3279487536555,540.817140324568,29.10178247341,54.1645203565753
"103","IFN3",34,1090,"N",NA,"34_1090_N_N",362000,4731000,"natural",0,43,NA,NA,1018.59163578813,NA,1018.59163578813,1018.59163578813,NA,NA,0,1018.59163578813,0,0,0,0,0,0,0,8.81875,8.84496678908406,9.65,6.258675,NA,6.258675,6.258675,NA,NA,5.875,6,"60",66.6194188518781,62.1761658031088,192.200185836913,52.2214223881458,97.1950188472634
"104","IFN3",34,1091,"N",NA,"34_1091_N_N",364000,4730000,"natural",0,43,NA,NA,2450.98612361519,NA,2450.98612361519,2450.98612361519,NA,NA,0,2291.83118052329,159.154943091895,0,0,0,0,0,0,10.2772727272727,10.3923876361123,13.525,20.79033125,NA,20.79033125,20.79033125,NA,NA,7.7012987012987,9,"35",74.9352372527958,66.543438077634,599.066804788656,22.4433180663664,41.7717216938691
"106","IFN3",34,1093,"N",NA,"34_1093_N_N",365000,4729000,"natural",0,43,NA,NA,445.633840657307,NA,445.633840657307,445.633840657307,NA,NA,0,381.971863420549,31.8309886183791,31.8309886183791,0,0,0,0,0,10.2607142857143,10.605903005941,11.7083333333333,3.93698125,NA,3.93698125,3.93698125,NA,NA,6.17857142857143,6.41666666666667,"35",60.2158022972503,54.8042704626335,112.53521085523,73.8246572611118,137.403169537475
"108","IFN3",34,1095,"N",NA,"34_1095_N_N",371000,4728000,"plantation",0,258,NA,NA,300.626003618025,NA,300.626003618025,300.626003618025,NA,NA,0,0,0,31.8309886183791,113.176848420903,56.5884242104517,84.8826363156775,14.1471060526129,0,28.9829411764706,29.4826055397376,35.1,20.5233451388889,NA,20.5233451388889,20.5233451388889,NA,NA,18.1705882352941,19.3125,"50",62.6940796817601,55.0213675213675,391.729283289603,29.8640175020873,55.5831995995051
"109","IFN3",34,1096,"N",NA,"34_1096_N_N",367000,4726000,"plantation",0,258,NA,NA,234.983431533901,NA,234.983431533901,234.983431533901,NA,NA,0,0,31.8309886183791,0,56.5884242104517,28.2942121052258,84.8826363156775,28.2942121052258,5.09295817894065,30.5247742323901,31.5059207426519,37.4122282608696,18.3194096944444,NA,18.3194096944444,18.3194096944444,NA,NA,24.7197471402769,27.9510869565217,"60",80.9825715731145,74.7110991668906,340.614373300505,23.3390233156116,43.4388170084107
"111","IFN3",34,1098,"N",NA,"34_1098_N_N",387000,4743000,"natural",0,43,NA,NA,572.957795130823,NA,572.957795130823,572.957795130823,NA,NA,0,31.8309886183791,509.295817894065,31.8309886183791,0,0,0,0,0,15.0833333333333,15.1693678913204,17.3625,10.3549375,NA,10.3549375,10.3549375,NA,NA,8.66666666666667,8.625,"65",57.4585635359116,49.6760259179266,256.969589317506,48.4372613455266,90.1519015394907
"113","IFN3",34,110,"A",NA,"34_110_A_1",374000,4746000,"natural",0,45,NA,NA,1750.70437401085,NA,1750.70437401085,1750.70437401085,NA,NA,0,1527.8874536822,222.816920328653,0,0,0,0,0,0,9.67727272727273,9.90451917056048,15.725,13.48868125,NA,13.48868125,13.48868125,NA,NA,4.1,5.75,"45",42.3673085955848,36.5659777424483,396.124500841461,41.5648049566241,77.3608189205308
"114","IFN3",34,1100,"N",NA,"34_1100_N_N",382000,4741000,"natural",0,43,NA,NA,2037.18327157626,NA,2037.18327157626,2037.18327157626,NA,NA,0,1909.85931710274,127.323954473516,0,0,0,0,0,0,9.859375,10.0173638311184,14.3,16.0556125,NA,16.0556125,16.0556125,NA,NA,6.265625,7.75,"55",63.5499207606973,54.1958041958042,469.402794607753,28.5879653371857,53.2081989092549
"115","IFN3",34,1101,"N",NA,"34_1101_N_N",387000,4741000,"natural",0,44,NA,NA,68.7549354156988,NA,68.7549354156988,68.7549354156988,NA,NA,0,0,31.8309886183791,31.8309886183791,0,0,0,0,5.09295817894065,19.1944444444444,20.7101357364509,19.1944444444444,2.3161125,NA,2.3161125,2.3161125,NA,NA,5.30555555555556,5.30555555555556,"70",27.6410998552822,27.6410998552822,50.8257495122737,227.309294625634,423.070268195371
"117","IFN3",34,1103,"N",NA,"34_1103_N_N",396000,4739000,"plantation",0,258,NA,NA,371.361533881089,NA,371.361533881089,371.361533881089,NA,NA,0,0,0,187.449155197121,183.912378683968,0,0,0,0,22.4990476190476,22.5672423785324,24.64375,14.8540125,NA,14.8540125,14.8540125,NA,NA,15.5952380952381,16.1875,"65",69.3151032847951,65.686025868628,315.091135209072,32.0569175424853,59.6646464657443
"119","IFN3",34,1105,"N",NA,"34_1105_N_N",385000,4738000,"natural",0,44,NA,NA,14.1471060526129,NA,14.1471060526129,14.1471060526129,NA,NA,0,0,0,0,0,14.1471060526129,0,0,0,31.15,31.15,31.15,1.07813611111111,NA,1.07813611111111,1.07813611111111,NA,NA,8.5,8.5,"15",27.2873194221509,27.2873194221509,20.1360400862972,312.785973689209,582.160293948318
"122","IFN3",34,1108,"N",NA,"34_1108_N_N",398000,4736000,"plantation",0,258,NA,NA,350.14087480217,NA,350.14087480217,350.14087480217,NA,NA,0,0,318.309886183791,31.8309886183791,0,0,0,0,0,15.7636363636364,15.8435820100472,17.4,6.903025,NA,6.903025,6.903025,NA,NA,12.6818181818182,13.125,"65",80.4498269896194,75.4310344827586,168.389019198635,40.7173290505567,75.7834885282144
"123","IFN3",34,1109,"N",NA,"34_1109_N_N",397000,4735000,"natural",0,258,58,NA,141.471060526129,NA,141.471060526129,95.4929658551372,45.978094670992,NA,0,0,95.4929658551372,31.8309886183791,14.1471060526129,0,0,0,0,17.86125,18.184631217047,19.141935483871,3.67423125,NA,3.67423125,2.52475,1.14948125,NA,10.975,12.1290322580645,"65",61.4458674504864,63.3636670037074,84.8788749775936,69.3170456283254,129.013558960643
"124","IFN3",34,111,"A",NA,"34_111_A_1",349000,4745000,"plantation",0,21,NA,NA,962.003211577678,NA,962.003211577678,962.003211577678,NA,NA,0,0,63.6619772367581,190.985931710274,396.118969473162,254.647908947033,42.4413181578388,14.1471060526129,0,25.26875,25.6869147994025,33.3375,49.8528847222222,NA,49.8528847222222,49.8528847222222,NA,NA,16.9926470588235,17.0625,"85",67.2476757212902,51.1811023622047,1004.77883890139,18.8959649484582,35.1693535969164
"125","IFN3",34,1110,"N",NA,"34_1110_N_N",379000,4733000,"plantation",0,25,NA,NA,855.899916183082,NA,855.899916183082,855.899916183082,NA,NA,0,0,286.478897565412,427.949958091541,84.8826363156775,56.5884242104517,0,0,0,19.3595041322314,19.859086747539,27.975,26.5113236111111,NA,26.5113236111111,26.5113236111111,NA,NA,10.2561983471074,11.4375,"75",52.9775880469584,40.8847184986595,591.498847679015,29.8852849434397,55.6227827680315
"126","IFN3",34,1111,"N",NA,"34_1111_N_N",395000,4732000,"plantation",0,258,NA,NA,353.677651315323,NA,353.677651315323,353.677651315323,NA,NA,0,0,0,0,127.323954473516,155.618166578742,70.7355302630646,0,0,29.514,29.7231677315861,33.58125,24.5407416666667,NA,24.5407416666667,24.5407416666667,NA,NA,25.34,26.125,"70",85.8575591244833,77.7963893541783,466.908227755586,20.3535370438911,37.8822009459193
"128","IFN3",34,1113,"N",NA,"34_1113_N_N",401000,4731000,"natural",0,44,NA,NA,2705.63403256222,NA,2705.63403256222,2705.63403256222,NA,NA,0,2419.15513499681,254.647908947033,31.8309886183791,0,0,0,0,0,10.8747058823529,11.0703007557848,17.2375,26.04220625,NA,26.04220625,26.04220625,NA,NA,5.73529411764706,6.625,"75",52.7397630767566,38.4336475707034,731.899091358435,29.0188094595754,54.0100901768776
"129","IFN3",34,1114,"N",NA,"34_1114_N_N",384000,4730000,"natural",0,215,58,NA,387.064821599489,NA,387.064821599489,381.971863420549,5.09295817894065,NA,0,381.971863420549,0,0,0,0,0,0,5.09295817894065,10.2006578947368,10.9322449781899,11.6923076923077,3.633225,NA,3.633225,2.858825,0.7744,NA,4.375,5.57692307692308,"35",42.8893905191874,47.6973684210526,102.616808462733,91.1409381455776,169.632399802797
"130","IFN3",34,1115,"N",NA,"34_1115_N_N",387000,4730000,"natural",0,45,NA,NA,159.154943091895,NA,159.154943091895,159.154943091895,NA,NA,0,0,159.154943091895,0,0,0,0,0,0,15.11,15.1435629889402,15.45,2.86659375,NA,2.86659375,2.86659375,NA,NA,6.5,6.5,"45",43.017868960953,42.0711974110032,71.1856520356637,121.948532234031,226.971793314717
"131","IFN3",34,1116,"N",NA,"34_1116_N_N",389000,4729000,"natural",0,45,NA,NA,127.323954473516,NA,127.323954473516,127.323954473516,NA,NA,0,127.323954473516,0,0,0,0,0,0,0,7.7,7.7,7.7,0.5929,NA,0.5929,0.5929,NA,NA,3.5,3.5,"65",45.4545454545454,45.4545454545455,19.2324237204768,253.207692986502,471.272618910543
"132","IFN3",34,1117,"N",NA,"34_1117_N_N",378000,4728000,"natural",0,43,NA,NA,56.5884242104517,NA,56.5884242104517,56.5884242104517,NA,NA,0,0,0,0,42.4413181578388,14.1471060526129,0,0,0,25.6125,25.6856842423946,25.6125,2.93224166666667,NA,2.93224166666667,2.93224166666667,NA,NA,8,8,"80",31.2347486578819,31.2347486578819,59.1000931453575,166.167548522392,309.272656160044
"133","IFN3",34,1118,"N",NA,"34_1118_N_N",380000,4728000,"plantation",0,258,657,NA,471.947457915167,NA,471.947457915167,440.116469296788,31.8309886183791,NA,0,0,63.6619772367581,63.6619772367581,99.0297423682904,155.618166578742,70.7355302630646,14.1471060526129,5.09295817894065,26.8046612709832,27.7148404171217,36.0551630434783,28.4713655277778,NA,28.4713655277778,28.0456092777778,0.42575625,NA,21.7649880095923,24.7391304347826,"75",81.1985191290349,68.6146680433816,556.869344502148,18.6066738047897,34.6309221089301
